seed_id	annotation
fig|630129.38.peg.1743	hypothetical protein
fig|630129.38.peg.1742	hypothetical protein
fig|630129.38.peg.1741	Integrase, catalytic region
fig|630129.38.peg.1740	Integrase, catalytic region
fig|630129.38.peg.1739	hypothetical protein
fig|630129.38.peg.1738	dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)
fig|630129.38.peg.1737	hypothetical protein
fig|630129.38.peg.1736	dTDP-4-dehydrorhamnose 3,5-epimerase (EC 5.1.3.13) / dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133)
fig|630129.38.peg.1735	Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24)
fig|630129.38.peg.1734	hypothetical protein
fig|630129.38.peg.1733	Mobile element protein
fig|630129.38.peg.1732	hypothetical protein
fig|630129.38.peg.1731	hypothetical protein
fig|630129.38.peg.1730	Putative inner membrane protein
fig|630129.38.peg.1729	Choloylglycine hydrolase (EC 3.5.1.24)
fig|630129.38.peg.1728	Mobile element protein
fig|630129.38.peg.1727	hypothetical protein
fig|630129.38.peg.1726	hypothetical protein
fig|630129.38.peg.1725	hypothetical protein
fig|630129.38.peg.1724	hypothetical protein
fig|630129.38.peg.1723	Putative transcriptional regulator of alpha-glucoside utilization (LacI family)
fig|630129.38.peg.1722	Predicted alpha-glucoside ABC transporter substrate-binding component (TC 3.A.1.1)
fig|630129.38.peg.1721	Predicted alpha-glucoside ABC transporter permease component 1 (TC 3.A.1.1)
fig|630129.38.peg.1720	Predicted alpha-glucoside ABC transporter permease component 2 (TC 3.A.1.1)
fig|630129.38.peg.1719	Putative alpha-glucosidase (GH31)
fig|630129.38.peg.1718	Undecaprenyl-phosphate galactosephosphotransferase (EC 2.7.8.6)
fig|630129.38.peg.1717	Tyrosine-protein kinase (EC 2.7.10.2) => Wzc
fig|630129.38.peg.1716	hypothetical protein
fig|630129.38.peg.1715	FIG00672571: hypothetical protein
fig|630129.38.peg.1714	Thioredoxin
fig|630129.38.peg.1713	ADP-ribose pyrophosphatase
fig|630129.38.peg.1712	Hydrolase, alpha/beta fold family
fig|630129.38.peg.1711	NADH pyrophosphatase (EC 3.6.1.22), decaps 5'-NAD modified RNA
fig|630129.38.peg.1710	L,D-transpeptidase
fig|630129.38.peg.1709	Glycine cleavage system H protein
fig|630129.38.peg.1708	narrowly conserved hypothetical protein
fig|630129.38.peg.1707	Protease II
fig|630129.38.peg.1706	3-isopropylmalate dehydrogenase (EC 1.1.1.85)
fig|630129.38.peg.1705	Lipoate-protein ligase A
fig|630129.38.peg.1704	cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases
fig|630129.38.peg.1703	Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-)
fig|630129.38.peg.1702	probable NADH-dependent flavin oxidoreductase YqjM
fig|630129.38.peg.1701	Dihydroorotate dehydrogenase (quinone) (EC 1.3.5.2)
fig|630129.38.peg.1700	Putative transcriptional regulator of galactose utilization (DeoR family)
fig|630129.38.peg.1699	Galactose-1-phosphate uridylyltransferase (EC 2.7.7.12)
fig|630129.38.peg.1698	Galactokinase (EC 2.7.1.6)
fig|630129.38.peg.1697	hypothetical protein
fig|630129.38.peg.1696	Putative fructooligosaccharide ABC transporter substrate-binding component (TC 3.A.1.1)
fig|630129.38.peg.1695	Putative fructooligosaccharide ABC transporter permease component 1 (TC 3.A.1.1)
fig|630129.38.peg.1694	Putative fructooligosaccharide ABC transporter permease component 2 (TC 3.A.1.1)
fig|630129.38.peg.1693	YTEU
fig|630129.38.peg.1692	Putative transcriptional regulator of fructooligosaccharide utilization (LacI family)
fig|630129.38.peg.1691	Beta-2,1/6-fructofuranosidase (GH32)
fig|630129.38.peg.1690	ACT domain protein CAC_0478
fig|630129.38.peg.1689	FIG00519347: Ribonucleotide reductase-like protein
fig|630129.38.peg.1688	tRNA (cytidine(34)-2'-O)-methyltransferase (EC 2.1.1.207)
fig|630129.38.peg.1687	A/G-specific adenine glycosylase (EC 3.2.2.-)
fig|630129.38.peg.1686	hypothetical protein
fig|630129.38.peg.1685	DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)
fig|630129.38.peg.1684	DNA-directed RNA polymerase beta' subunit (EC 2.7.7.6)
fig|630129.38.peg.1683	hypothetical protein
fig|630129.38.peg.1682	hypothetical protein
fig|630129.38.peg.1681	FIG001454: Transglutaminase-like enzymes, putative cysteine proteases
fig|630129.38.peg.1680	FIG002343: hypothetical protein
fig|630129.38.peg.1679	FIG022979: MoxR-like ATPases
fig|630129.38.peg.1678	Fibronectin type III domain protein
fig|630129.38.peg.1677	Serine/threonine protein kinase
fig|630129.38.peg.1676	ATP-dependent DNA helicase SCO5183
fig|630129.38.peg.1675	ATP-dependent DNA helicase SCO5184
fig|630129.38.peg.1674	Uncharacterized MFS-type transporter
fig|630129.38.peg.1673	4-hydroxy-tetrahydrodipicolinate reductase (EC 1.17.1.8)
fig|630129.38.peg.1672	Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)
fig|630129.38.peg.1671	4-hydroxy-tetrahydrodipicolinate synthase (EC 4.3.3.7)
fig|630129.38.peg.1670	Ribonuclease J2 (endoribonuclease in RNA processing)
fig|630129.38.peg.1669	Membrane alanine aminopeptidase N (EC 3.4.11.2)
fig|630129.38.peg.1668	hypothetical protein
fig|630129.38.peg.1667	Phosphoglucosamine mutase (EC 5.4.2.10)
fig|630129.38.peg.1666	Peptide deformylase (EC 3.5.1.88)
fig|630129.38.peg.1665	hypothetical protein
fig|630129.38.peg.1664	hypothetical protein
fig|630129.38.peg.1663	Alpha-mannosidase (GH38)
fig|630129.38.peg.1662	hypothetical protein
fig|630129.38.peg.1661	hypothetical protein
fig|630129.38.peg.1660	hypothetical protein
fig|630129.38.peg.1659	hypothetical protein
fig|630129.38.peg.1658	hypothetical protein
fig|630129.38.peg.1657	hypothetical protein
fig|630129.38.peg.1656	Mutator MutT protein (7,8-dihydro-8-oxoguanine-triphosphatase) (EC 3.6.1.-)
fig|630129.38.peg.1655	DNA helicase IV (EC 3.6.4.12)
fig|630129.38.peg.1654	Putative oxidoreductase
fig|630129.38.peg.1653	Very-short-patch mismatch repair endonuclease (G-T specific)
fig|630129.38.peg.1652	Valine--pyruvate aminotransferase (EC 2.6.1.66)
fig|630129.38.peg.1651	hypothetical protein
fig|630129.38.peg.1650	ABC-type antimicrobial peptide transport system, ATPase component
fig|630129.38.peg.1649	hypothetical protein
fig|630129.38.peg.1648	Conserved membrane spanning protein with endonuclease/exonuclease/phosphatase domain
fig|630129.38.peg.1647	Exodeoxyribonuclease VII small subunit (EC 3.1.11.6)
fig|630129.38.peg.1646	Exodeoxyribonuclease VII large subunit (EC 3.1.11.6)
fig|630129.38.peg.1645	Ribonucleotide reductase of class III (anaerobic), large subunit (EC 1.17.4.2)
fig|630129.38.peg.1644	Ribonucleotide reductase of class III (anaerobic), activating protein (EC 1.97.1.4)
fig|630129.38.peg.1643	Activator of (R)-2-hydroxyglutaryl-CoA dehydratase
fig|630129.38.peg.1642	Activator of (R)-2-hydroxyglutaryl-CoA dehydratase
fig|630129.38.peg.1641	Similar to Glutamate--cysteine ligase (EC 6.3.2.2)
fig|630129.38.peg.1640	Transcriptional regulator, AcrR family
fig|630129.38.peg.1639	FIG00672431: hypothetical protein
fig|630129.38.peg.1638	hypothetical protein
fig|630129.38.peg.1637	hypothetical protein
fig|630129.38.peg.1636	Putative flavonoid/ginsenoside beta-xylosidase (GH43_11)
fig|630129.38.peg.1635	Putative flavonoid/ginsenoside glycoside hydrolase (GH5_44)
fig|630129.38.peg.1634	Predicted transcriptional regulator of beta-glucoside utilization-2 (TetR family)
fig|630129.38.peg.1633	Mobile element protein
fig|630129.38.peg.1632	hypothetical protein
fig|630129.38.peg.1631	hypothetical protein
fig|630129.38.peg.1630	Predicted transcriptional regulator of beta-glucoside utilization-2 (TetR family)
fig|630129.38.peg.1629	Beta-glucosidase-3 (GH3)
fig|630129.38.peg.1628	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)
fig|630129.38.peg.1627	Putative transcriptional regulator of rhamnoglycoside utilization (LacI family)
fig|630129.38.peg.1626	Putatuve rhamnoglycoside MFS permease (TC 2.A.1.1)
fig|630129.38.peg.1625	Flavonoid/ginsenoside alpha-rhamnosidase (GH78)
fig|630129.38.peg.1624	Putatuve rhamnoglycoside MFS permease (TC 2.A.1.2)
fig|630129.38.peg.1623	Glycerate kinase (EC 2.7.1.31)
fig|630129.38.peg.1622	Predicted transcriptional regulator of beta-glucoside utilization (TetR family)
fig|630129.38.peg.1621	Beta-glucosidase-1 (GH3)
fig|630129.38.peg.1620	Transcriptional regulator, MarR family
fig|630129.38.peg.1619	Heterodimeric efflux ABC transporter, permease/ATP-binding subunit 1
fig|630129.38.peg.1618	Heterodimeric efflux ABC transporter, permease/ATP-binding subunit 2
fig|630129.38.peg.1617	hypothetical protein
fig|630129.38.peg.1616	Putative transcriptional regulator of lactose utilization (LacI family)
fig|630129.38.peg.1615	Isoleucyl-tRNA synthetase (EC 6.1.1.5)
fig|630129.38.peg.1614	hypothetical protein
fig|630129.38.peg.1613	Cystathionine beta-lyase, type II (EC 4.4.1.8)
fig|630129.38.peg.1612	Transcriptional regulator, LysR family
fig|630129.38.peg.1611	Predicted esterase of the alpha-beta hydrolase superfamily
fig|630129.38.peg.1610	Isoaspartyl aminopeptidase (EC 3.4.19.5) @ Asp-X dipeptidase
fig|630129.38.peg.1609	ABC transporter, substrate-binding protein (cluster 5, nickel/peptides/opines)
fig|630129.38.peg.1608	Predicted esterase of the alpha-beta hydrolase superfamily
fig|630129.38.peg.1607	Glutamate racemase (EC 5.1.1.3)
fig|630129.38.peg.1606	Diaminopimelate epimerase (EC 5.1.1.7)
fig|630129.38.peg.1605	Integral membrane protein
fig|630129.38.peg.1604	FIG00031715: Predicted metal-dependent phosphoesterases (PHP family)
fig|630129.38.peg.1603	Putative ATP-binding protein
fig|630129.38.peg.1602	putative phosphotransferase
fig|630129.38.peg.1601	ATP-dependent DNA helicase UvrD/PcrA, actinomycete paralog
fig|630129.38.peg.1600	Uncharacterized protein SCO5199
fig|630129.38.peg.1599	Lon-like protease with PDZ domain
fig|630129.38.peg.1598	hypothetical protein
fig|630129.38.peg.1597	hypothetical protein
fig|630129.38.peg.1596	hypothetical protein
fig|630129.38.peg.1595	hypothetical protein
fig|630129.38.peg.1594	hypothetical protein
fig|630129.38.peg.1593	hypothetical protein
fig|630129.38.peg.1592	1-deoxy-D-xylulose 5-phosphate reductoisomerase (EC 1.1.1.267)
fig|630129.38.peg.1591	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase (EC 1.17.7.1)
fig|630129.38.peg.1590	hypothetical protein
fig|630129.38.peg.1589	DNA recombination and repair protein RecO
fig|630129.38.peg.1588	Trans,polycis-decaprenyl diphosphate synthase (EC 2.5.1.86)
fig|630129.38.peg.1587	Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1)
fig|630129.38.peg.1586	Hydroxymethylpyrimidine ABC transporter, substrate-binding component
fig|630129.38.peg.1585	Hydroxymethylpyrimidine ABC transporter, transmembrane component
fig|630129.38.peg.1584	Beta-2,1/6-fructofuranosidase-2 (GH32)
fig|630129.38.peg.1583	Putative sucrose MFS permease (TC 2.A.1.5)
fig|630129.38.peg.1582	Putative transcriptional regulator of sucrose utilization-2 (LacI family)
fig|630129.38.peg.1581	Cytoplasmic thiamin-binding component of thiamin ABC transporter, COG0011 family
fig|630129.38.peg.1580	Hydroxymethylpyrimidine phosphate kinase ThiD (EC 2.7.4.7)
fig|630129.38.peg.1579	Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)
fig|630129.38.peg.1578	Hydroxyethylthiazole kinase (EC 2.7.1.50)
fig|630129.38.peg.1577	hypothetical protein
fig|630129.38.peg.1576	Glycyl-tRNA synthetase (EC 6.1.1.14)
fig|630129.38.peg.1575	tRNA-dihydrouridine synthase DusB
fig|630129.38.peg.1574	Cell division protein FtsZ
fig|630129.38.peg.1573	SepF, FtsZ-interacting protein related to cell division
fig|630129.38.peg.1572	Cell division integral membrane protein, YggT and half-length relatives
fig|630129.38.peg.1571	Cell division initiation protein DivIVA
fig|630129.38.peg.1570	Lipoprotein signal peptidase (EC 3.4.23.36)
fig|630129.38.peg.1569	LSU rRNA pseudouridine(1911/1915/1917) synthase (EC 5.4.99.23)
fig|630129.38.peg.1568	DNA polymerase III alpha subunit (EC 2.7.7.7)
fig|630129.38.peg.1567	Histidinol dehydrogenase (EC 1.1.1.23)
fig|630129.38.peg.1566	Histidinol-phosphate aminotransferase (EC 2.6.1.9)
fig|630129.38.peg.1565	Imidazoleglycerol-phosphate dehydratase (EC 4.2.1.19)
fig|630129.38.peg.1564	Hypothetical protein BAD_1126
fig|630129.38.peg.1563	Imidazole glycerol phosphate synthase amidotransferase subunit (EC 2.4.2.-)
fig|630129.38.peg.1562	Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase (EC 5.3.1.16) @ Acting phosphoribosylanthranilate isomerase (EC 5.3.1.24)
fig|630129.38.peg.1561	Glutamine synthetase type I (EC 6.3.1.2)
fig|630129.38.peg.1560	hypothetical protein
fig|630129.38.peg.1559	Uncharacterized MFS-type transporter
fig|630129.38.peg.1558	hypothetical protein
fig|630129.38.peg.1557	hypothetical protein
fig|630129.38.peg.1556	hypothetical protein
fig|630129.38.peg.1555	hypothetical protein
fig|630129.38.peg.1554	ATP-dependent helicase HrpA
fig|630129.38.peg.1553	16S RNA G1207 methylase RsmC
fig|630129.38.peg.1552	Ribosome LSU-associated GTP-binding protein HflX
fig|630129.38.peg.1551	L-lactate dehydrogenase (EC 1.1.1.27)
fig|630129.38.peg.1550	Cobalt/zinc/cadmium resistance protein CzcD
fig|630129.38.peg.1549	SOS-response repressor and protease LexA (EC 3.4.21.88)
fig|630129.38.peg.1548	Ribonucleotide reductase transcriptional regulator NrdR
fig|630129.38.peg.1547	D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)
fig|630129.38.peg.1546	Superfamily I DNA and RNA helicases
fig|630129.38.peg.1545	Transcriptional regulator MraZ
fig|630129.38.peg.1544	16S rRNA (cytosine(1402)-N(4))-methyltransferase (EC 2.1.1.199)
fig|630129.38.peg.1543	Cell division protein FtsL
fig|630129.38.peg.1542	Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129)
fig|630129.38.peg.1541	UDP-N-acetylmuramoy-dipeptide--L-lysine ligase (EC 6.3.2.7)
fig|630129.38.peg.1540	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase (EC 6.3.2.10)
fig|630129.38.peg.1539	Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13)
fig|630129.38.peg.1538	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase (EC 6.3.2.9)
fig|630129.38.peg.1537	Peptidoglycan glycosyltransferase FtsW (EC 2.4.1.129)
fig|630129.38.peg.1536	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227)
fig|630129.38.peg.1535	UDP-N-acetylmuramate--L-alanine ligase (EC 6.3.2.8)
fig|630129.38.peg.1534	Cell division protein FtsQ
fig|630129.38.peg.1533	D-mannose isomerase (EC 5.3.1.7)
fig|630129.38.peg.1532	hypothetical protein
fig|630129.38.peg.1531	Fructokinase (EC 2.7.1.4)
fig|630129.38.peg.1530	Putative transcriptional regulator of fructose utilization (ROK family)
fig|630129.38.peg.1529	ABC transporter, substrate-binding protein (cluster 5, nickel/peptides/opines)
fig|630129.38.peg.1528	ABC transporter, permease protein 1 (cluster 5, nickel/peptides/opines)
fig|630129.38.peg.1527	Oligopeptide ABC transporter, permease protein OppC (TC 3.A.1.5.1)
fig|630129.38.peg.1526	Dipeptide ABC transporter, ATP-binding protein DppD (TC 3.A.1.5.2)
fig|630129.38.peg.1525	MutT/Nudix family protein
fig|630129.38.peg.1524	Xaa-Pro aminopeptidase (EC 3.4.11.9)
fig|630129.38.peg.1523	Dihydrofolate synthase (EC 6.3.2.12) @ Folylpolyglutamate synthase (EC 6.3.2.17)
fig|630129.38.peg.1522	Aspartate racemase (EC 5.1.1.13)
fig|630129.38.peg.1521	probably carbamoylphosphate synthase large subunit, evidenced by COGnitor
fig|630129.38.peg.1520	UDP-N-acetylmuramoyl-dipeptide--L-ornithine ligase
fig|630129.38.peg.1519	RNA polymerase sigma-54 factor RpoN
fig|630129.38.peg.1518	hypothetical protein
fig|630129.38.peg.1517	hypothetical protein
fig|630129.38.peg.1516	4-hydroxy-3-methylbut-2-enyl diphosphate reductase (EC 1.17.7.4)
fig|630129.38.peg.1515	Cys-tRNA(Pro) deacylase YbaK
fig|630129.38.peg.1514	NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)
fig|630129.38.peg.1513	Thiamin pyrophosphokinase (EC 2.7.6.2)
fig|630129.38.peg.1512	Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4)
fig|630129.38.peg.1511	hypothetical protein
fig|630129.38.peg.1510	Translation initiation factor 3
fig|630129.38.peg.1509	LSU ribosomal protein L35p
fig|630129.38.peg.1508	LSU ribosomal protein L20p
fig|630129.38.peg.1507	Site-specific tyrosine recombinase XerD
fig|630129.38.peg.1506	ParA-like protein
fig|630129.38.peg.1505	Nudix-related transcriptional regulator NrtR
fig|630129.38.peg.1504	Quinolinate synthetase (EC 2.5.1.72)
fig|630129.38.peg.1503	L-aspartate oxidase (EC 1.4.3.16)
fig|630129.38.peg.1502	Quinolinate phosphoribosyltransferase [decarboxylating] (EC 2.4.2.19)
fig|630129.38.peg.1501	Cysteine desulfurase (EC 2.8.1.7)
fig|630129.38.peg.1500	GTP-binding protein TypA/BipA
fig|630129.38.peg.1499	hypothetical protein
fig|630129.38.peg.1498	Prephenate dehydratase (EC 4.2.1.51)
fig|630129.38.peg.1497	Arogenate dehydrogenase (EC 1.3.1.43)
fig|630129.38.peg.1496	hypothetical protein
fig|630129.38.peg.1495	Site-specific tyrosine recombinase XerC
fig|630129.38.peg.1494	Dipeptide ABC transporter, substrate-binding protein DppA (TC 3.A.1.5.2)
fig|630129.38.peg.1493	Dipeptide ABC transporter, permease protein DppB (TC 3.A.1.5.2)
fig|630129.38.peg.1492	Dipeptide ABC transporter, permease protein DppC (TC 3.A.1.5.2)
fig|630129.38.peg.1491	Dipeptide ABC transporter, ATP-binding protein DppD (TC 3.A.1.5.2)
fig|630129.38.peg.1490	Exodeoxyribonuclease III (EC 3.1.11.2)
fig|630129.38.peg.1489	hypothetical protein
fig|630129.38.peg.1488	ABC-type Mn2+/Zn2+ transport systems, permease components
fig|630129.38.peg.1487	23S rRNA (uracil(1939)-C(5))-methyltransferase (EC 2.1.1.190)
fig|630129.38.peg.1486	hypothetical protein
fig|630129.38.peg.1485	probable cation-transporting ATPase
fig|630129.38.peg.1484	Aconitate hydratase (EC 4.2.1.3)
fig|630129.38.peg.1483	hypothetical protein
fig|630129.38.peg.1482	Maltose O-acetyltransferase (EC 2.3.1.79)
fig|630129.38.peg.1481	Transcriptional regulator, AraC family
fig|630129.38.peg.1480	Domain of unknown function / Efflux ABC transporter, permease protein
fig|630129.38.peg.1479	Efflux ABC transporter, permease protein
fig|630129.38.peg.1478	Teichoic acid export ATP-binding protein TagH (EC 3.6.3.40)
fig|630129.38.peg.1477	hypothetical protein
fig|630129.38.peg.1476	Two-component transcriptional response regulator, LuxR family
fig|630129.38.peg.1475	hypothetical protein
fig|630129.38.peg.1474	hypothetical protein
fig|630129.38.peg.1473	hypothetical protein
fig|630129.38.peg.1472	Permease of the drug/metabolite transporter (DMT) superfamily
fig|630129.38.peg.1471	GTP pyrophosphokinase (EC 2.7.6.5)
fig|630129.38.peg.1470	Integrase
fig|630129.38.peg.1469	hypothetical protein
fig|630129.38.peg.1468	ABC transporter, ATP-binding protein
fig|630129.38.peg.1467	hypothetical protein
fig|630129.38.peg.1466	hypothetical protein
fig|630129.38.peg.1465	hypothetical protein
fig|630129.38.peg.1464	hypothetical protein
fig|630129.38.peg.1463	Two-component transcriptional response regulator, LuxR family
fig|630129.38.peg.1462	Two-component system sensor histidine kinase
fig|630129.38.peg.1461	hypothetical protein
fig|630129.38.peg.1460	hypothetical protein
fig|630129.38.peg.1459	hypothetical protein
fig|630129.38.peg.1458	Transposase
fig|630129.38.peg.1457	tRNA-i(6)A37 methylthiotransferase (EC 2.8.4.3)
fig|630129.38.peg.1456	tRNA dimethylallyltransferase (EC 2.5.1.75)
fig|630129.38.peg.1455	DNA translocase FtsK
fig|630129.38.peg.1454	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5)
fig|630129.38.peg.1453	Nicotinamide-nucleotide amidase (EC 3.5.1.42)
fig|630129.38.peg.1452	Transcriptional regulator
fig|630129.38.peg.1451	Uncharacterized membrane protein SCO5766
fig|630129.38.peg.1450	RecA protein
fig|630129.38.peg.1449	Regulatory protein RecX
fig|630129.38.peg.1448	Ribosome hibernation promoting factor Hpf
fig|630129.38.peg.1447	Protein translocase subunit SecA
fig|630129.38.peg.1446	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)
fig|630129.38.peg.1445	hypothetical protein
fig|630129.38.peg.1444	Acyl-CoA:1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)
fig|630129.38.peg.1443	Serine/threonine protein kinase
fig|630129.38.peg.1442	Octaprenyl diphosphate synthase (EC 2.5.1.90) / Dimethylallyltransferase (EC 2.5.1.1) / (2E,6E)-farnesyl diphosphate synthase (EC 2.5.1.10) / Geranylgeranyl pyrophosphate synthetase (EC 2.5.1.29)
fig|630129.38.peg.1441	hypothetical protein
fig|630129.38.peg.1440	RNA polymerase sigma factor RpoD
fig|630129.38.peg.1439	DNA topoisomerase IV subunit B (EC 5.99.1.3)
fig|630129.38.peg.1438	Uncharacterized MFS-type transporter in locus with ribokinase
fig|630129.38.peg.1437	hypothetical protein
fig|630129.38.peg.1436	hypothetical protein
fig|630129.38.peg.1435	Uncharacterized transcriptional regulator YozG, Cro/CI family
fig|630129.38.peg.1434	Probable ATP-dependent helicase lhr (EC 3.6.1.-)
fig|630129.38.peg.1433	DNA topoisomerase IV subunit A (EC 5.99.1.3)
fig|630129.38.peg.1432	hypothetical protein
fig|630129.38.peg.1431	hypothetical protein
fig|630129.38.peg.1430	hypothetical protein
fig|630129.38.peg.1429	Deoxyuridine 5'-triphosphate nucleotidohydrolase (EC 3.6.1.23)
fig|630129.38.peg.1428	Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase (EC 3.1.7.2) / GTP pyrophosphokinase (EC 2.7.6.5), (p)ppGpp synthetase II
fig|630129.38.peg.1427	Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)
fig|630129.38.peg.1426	Mobile element protein
fig|630129.38.peg.1425	hypothetical protein
fig|630129.38.peg.1424	hypothetical protein
fig|630129.38.peg.1423	hypothetical protein
fig|630129.38.peg.1422	hypothetical protein
fig|630129.38.peg.1421	hypothetical protein
fig|630129.38.peg.1420	hypothetical protein
fig|630129.38.peg.1419	hypothetical protein
fig|630129.38.peg.1418	hypothetical protein
fig|630129.38.peg.1417	COG2801: Transposase and inactivated derivatives
fig|630129.38.peg.1416	hypothetical protein
fig|630129.38.peg.1415	hypothetical protein
fig|630129.38.peg.1414	hypothetical protein
fig|630129.38.peg.1413	hypothetical protein
fig|630129.38.peg.1412	hypothetical protein
fig|630129.38.peg.1411	hypothetical protein
fig|630129.38.peg.1410	hypothetical protein
fig|630129.38.peg.1409	putative two-component system response regulator
fig|630129.38.peg.1408	hypothetical protein
fig|630129.38.peg.1407	Multi antimicrobial extrusion protein (Na(+)/drug antiporter), MATE family of MDR efflux pumps
fig|630129.38.peg.1406	Hydrolase, HAD superfamily
fig|630129.38.peg.1405	hypothetical protein
fig|630129.38.peg.1404	Methionine ABC transporter substrate-binding protein
fig|630129.38.peg.1403	Methionine ABC transporter ATP-binding protein
fig|630129.38.peg.1402	Methionine ABC transporter permease protein
fig|630129.38.peg.1401	N-acetyl-L,L-diaminopimelate deacetylase homolog
fig|630129.38.peg.1400	hypothetical protein
fig|630129.38.peg.1399	NAD synthetase (EC 6.3.1.5) / Glutamine amidotransferase chain of NAD synthetase
fig|630129.38.peg.1398	hypothetical protein
fig|630129.38.peg.1397	Pyruvate formate-lyase (EC 2.3.1.54)
fig|630129.38.peg.1396	Pyruvate formate-lyase activating enzyme (EC 1.97.1.4)
fig|630129.38.peg.1395	hypothetical protein
fig|630129.38.peg.1394	Ribonuclease D (EC 3.1.26.3)
fig|630129.38.peg.1393	Cell division trigger factor (EC 5.2.1.8)
fig|630129.38.peg.1392	hypothetical protein
fig|630129.38.peg.1391	Histone acetyltransferase HPA2 and related acetyltransferases
fig|630129.38.peg.1390	hypothetical protein
fig|630129.38.peg.1389	4-carboxymuconolactone decarboxylase (EC 4.1.1.44)
fig|630129.38.peg.1388	hypothetical protein
fig|630129.38.peg.1387	hypothetical protein
fig|630129.38.peg.1386	hypothetical protein
fig|630129.38.peg.1385	nucleotidyltransferase family protein
fig|630129.38.peg.1384	hypothetical protein
fig|630129.38.peg.1383	hypothetical protein
fig|630129.38.peg.1382	hypothetical protein
fig|630129.38.peg.1381	FIG01115101: hypothetical protein
fig|630129.38.peg.1380	Mobile element protein
fig|630129.38.peg.1379	hypothetical protein
fig|630129.38.peg.1378	hypothetical protein
fig|630129.38.peg.1377	hypothetical protein
fig|630129.38.peg.1376	ABC transporter, ATP-binding protein
fig|630129.38.peg.1375	hypothetical protein
fig|630129.38.peg.1374	hypothetical protein
fig|630129.38.peg.1373	hypothetical protein
fig|630129.38.peg.1372	hypothetical protein
fig|630129.38.peg.1371	Two-component system sensor histidine kinase
fig|630129.38.peg.1370	Two-component transcriptional response regulator, LuxR family
fig|630129.38.peg.1369	hypothetical protein
fig|630129.38.peg.1368	hypothetical protein
fig|630129.38.peg.1367	hypothetical protein
fig|630129.38.peg.1366	FIG00427083: hypothetical protein
fig|630129.38.peg.1365	Mobile element protein
fig|630129.38.peg.1364	Carbamoyl-phosphate synthase large chain (EC 6.3.5.5)
fig|630129.38.peg.1363	hypothetical protein
fig|630129.38.peg.1362	hypothetical protein
fig|630129.38.peg.1361	Integrase, catalytic region
fig|630129.38.peg.1360	Tetracycline resistance, ribosomal protection type => Tet(W)
fig|630129.38.peg.1359	FIG00519111: hypothetical protein
fig|630129.38.peg.1358	hypothetical protein
fig|630129.38.peg.1357	hypothetical protein
fig|630129.38.peg.1356	hypothetical protein
fig|630129.38.peg.1355	hypothetical protein
fig|630129.38.peg.1354	hypothetical protein
fig|630129.38.peg.1353	hypothetical protein
fig|630129.38.peg.1352	hypothetical protein
fig|630129.38.peg.1351	hypothetical protein
fig|630129.38.peg.1350	hypothetical protein
fig|630129.38.peg.1349	hypothetical protein
fig|630129.38.peg.1348	hypothetical protein
fig|630129.38.peg.1347	D-aminoacyl-tRNA deacylase (EC 3.1.1.96)
fig|630129.38.peg.1346	D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)
fig|630129.38.peg.1345	Potassium voltage-gated channel subfamily KQT; possible potassium channel, VIC family
fig|630129.38.peg.1344	hypothetical protein
fig|630129.38.peg.1343	Aminopeptidase C (EC 3.4.22.40)
fig|630129.38.peg.1342	DNA/RNA helicases, SNF2 family
fig|630129.38.peg.1341	Substrate-specific component RibU of riboflavin ECF transporter
fig|630129.38.peg.1340	Duplicated ATPase component of energizing module of riboflavin ECF transporter / Transmembrane component of energizing module of riboflavin ECF transporter
